painting_name,shape_reference,generator_prompt,negative_prompt,prompt_package
5 Gesture as a brush 2026-03-14 10-10-55,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.98 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.98 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
6 Gesture as a brush 2026-03-14 10-11-30,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.88 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.88 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
7 Gesture as a brush 2026-03-14 10-11-57,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.52 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.52 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
8 Gesture as a brush 2026-03-14 10-12-30,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.39 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.39 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
9 Gesture as a brush 2026-03-14 10-13-05,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-40-26,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.65 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.65 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-42-35,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.14 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.14 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-43-07,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.64 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.64 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-43-38,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.00 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.00 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-44-11,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-45-44,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.66 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.66 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-46-24,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-46-55,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.20 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.20 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-47-30,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.87 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.87 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-48-08,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.24 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.24 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-48-42,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.84 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.84 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-49-12,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.61 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.61 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-49-47,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.98 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.98 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-50-21,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.53 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.53 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-50-45,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.77 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.77 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-51-13,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.55 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.55 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-51-47,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.52 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.52 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-52-23,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.77 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.77 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-52-52,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.20 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.20 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-53-23,waves,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.24 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.24 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
